Station,Month,Depth,Temperature2,RTRM,,TEMP,O2 Saturation,Density,RVG
Mid-Lake,10,20,13.9,27.22716049,,,,,
Mid-Lake,10,21,13.7,3.279012346,,,,,
Mid-Lake,10,22,12.9,12.96666667,,,,,
Mid-Lake,10,23,12.5,5.960493827,,,,,
Mid-Lake,10,24,12.5,0,,,,,
Mid-Lake,10,25,12.3,2.980246914,,,,,
Mid-Lake,10,26,12.3,0,,,,,
Mid-Lake,10,27,12.2,1.490123457,,,,,
Mid-Lake,10,28,12.2,0,,,,,
Mid-Lake,10,29,11.9,4.314814815,,,,,
Mid-Lake,10,30,11.9,0,,,,,
Mid-Lake,10,31,11.9,0,,,,,
Mid-Lake,10,32,11.7,2.669135802,,,,,
Mid-Lake,10,33,11.7,0,,,,,
Mid-Lake,10,34,11.7,0,,,,,
Mid-Lake,10,35,11.7,0,,,,,
Mid-Lake,10,36,11.1,8.007407407,,,,,
Mid-Lake,10,37,11.1,0,,,,,
Mid-Lake,10,38,11.1,0,,,,,
Mid-Lake,10,39,11,1.334567901,,,,,
Mid-Lake,10,40,11,0,,,,,
Mid-Lake,10,41,11,0,,,,,
Mid-Lake,10,42,10.8,2.343209877,,,,,
Mid-Lake,10,43,10.8,0,,,,,
Mid-Lake,10,44,10.8,0,,,,,
Mid-Lake,10,45,10.8,0,,,,,
Mid-Lake,10,46,10.8,0,,,,,
Mid-Lake,10,47,10.8,0,,,,,
Mid-Lake,10,48,10.4,4.686419753,,,,,
Mid-Lake,10,49,10.4,0,,,,,
Mid-Lake,10,50,10.4,0,,,,,
Mid-Lake,10,51,10.4,0,,,,,
Mid-Lake,10,52,10.4,0,,,,,
Mid-Lake,10,53,10.4,0,,,,,
Mid-Lake,10,54,10.4,0,,,,,
Mid-Lake,11,0,12.9,0,,,,,
Mid-Lake,11,1,12.9,0,,,,,
Mid-Lake,11,2,12.9,0,,,,,
Mid-Lake,11,3,12.9,0,,,,,
Mid-Lake,11,4,12.8,1.490123457,,,,,
Mid-Lake,11,5,12.8,0,,,,,
Mid-Lake,11,6,12.8,0,,,,,
Mid-Lake,11,7,12.7,1.490123457,,,,,
Mid-Lake,11,8,12.7,0,,,,,
Mid-Lake,11,9,12.7,0,,,,,
Mid-Lake,11,10,12.7,0,,,,,
Mid-Lake,11,11,12.7,0,,,,,
Mid-Lake,11,12,12.7,0,,,,,
Mid-Lake,11,13,12.7,0,,,,,
Mid-Lake,11,14,12.7,0,,,,,
Mid-Lake,11,15,12.7,0,,,,,
Mid-Lake,11,16,12.7,0,,,,,
Mid-Lake,11,17,12.7,0,,,,,
Mid-Lake,11,18,12.7,0,,,,,
Mid-Lake,11,19,12.7,0,,,,,
Mid-Lake,11,20,12.7,0,,,,,
Mid-Lake,11,21,12.4,4.47037037,,,,,
Mid-Lake,11,22,12.1,4.47037037,,,,,
Mid-Lake,11,23,11.9,2.824691358,,,,,
Mid-Lake,11,24,11.5,5.338271605,,,,,
Mid-Lake,11,25,11.2,4.003703704,,,,,
Mid-Lake,11,26,10.8,5.012345679,,,,,
Mid-Lake,11,27,10.6,2.343209877,,,,,
Mid-Lake,11,28,10.4,2.343209877,,,,,
Mid-Lake,11,29,10.2,2.343209877,,,,,
Mid-Lake,11,30,9.9,3.344444444,,,,,
Mid-Lake,11,31,9.9,0,,,,,
Mid-Lake,11,32,9.7,2.002469136,,,,,
Mid-Lake,11,33,9.6,1.001234568,,,,,
Mid-Lake,11,34,9.5,1.001234568,,,,,
Mid-Lake,11,35,9.4,1.001234568,,,,,
Mid-Lake,11,36,9.4,0,,,,,
Mid-Lake,11,37,9.3,1.001234568,,,,,
Mid-Lake,11,38,9.2,1.001234568,,,,,
Mid-Lake,11,39,9.2,0,,,,,
Mid-Lake,11,40,9.2,0,,,,,
Mid-Lake,11,41,9.1,1.001234568,,,,,
Mid-Lake,11,42,9.1,0,,,,,
Mid-Lake,11,43,9.1,0,,,,,
Mid-Lake,11,44,9,1.001234568,,,,,
Mid-Lake,11,45,9,0,,,,,
Mid-Lake,11,46,9,0,,,,,
Mid-Lake,11,47,8.9,0.832098765,,,,,
Mid-Lake,11,48,8.9,0,,,,,
Mid-Lake,11,49,8.9,0,,,,,
Mid-Lake,11,50,8.9,0,,,,,
Mid-Lake,11,51,8.8,0.832098765,,,,,
Mid-Lake,11,52,8.8,0,,,,,
Mid-Lake,11,53,8.8,0,,,,,
Mid-Lake,11,54,8.8,0,,,,,
Mid-Lake,12,0,9.4,0,,,,,
Mid-Lake,12,1,9.4,0,,,,,
Mid-Lake,12,2,9.4,0,,,,,
Mid-Lake,12,3,9.4,0,,,,,
Mid-Lake,12,4,9.4,0,,,,,
Mid-Lake,12,5,9.4,0,,,,,
Mid-Lake,12,6,9.4,0,,,,,
Mid-Lake,12,7,9.4,0,,,,,
Mid-Lake,12,8,9.4,0,,,,,
Mid-Lake,12,9,9.4,0,,,,,
Mid-Lake,12,10,9.4,0,,,,,
Mid-Lake,12,11,9.4,0,,,,,
Mid-Lake,12,12,9.4,0,,,,,
Mid-Lake,12,13,9.4,0,,,,,
Mid-Lake,12,14,9.4,0,,,,,
Mid-Lake,12,15,9.4,0,,,,,
Mid-Lake,12,16,9.4,0,,,,,
Mid-Lake,12,17,9.4,0,,,,,
Mid-Lake,12,18,9.4,0,,,,,
Mid-Lake,12,19,9.4,0,,,,,
Mid-Lake,12,20,9.4,0,,,,,
Mid-Lake,12,21,9.4,0,,,,,
Mid-Lake,12,22,9.4,0,,,,,
Mid-Lake,12,23,9.4,0,,,,,
Mid-Lake,12,24,9.4,0,,,,,
Mid-Lake,12,25,9.2,2.002469136,,,,,
Mid-Lake,12,26,9.2,0,,,,,
Mid-Lake,12,27,9.2,0,,,,,
Mid-Lake,12,28,9.2,0,,,,,
Mid-Lake,12,29,9.2,0,,,,,
Mid-Lake,12,30,9.2,0,,,,,
Mid-Lake,12,31,9.2,0,,,,,
Mid-Lake,12,32,9.2,0,,,,,
Mid-Lake,12,33,9.2,0,,,,,
Mid-Lake,12,34,9.2,0,,,,,
Mid-Lake,12,35,9.2,0,,,,,
Mid-Lake,12,36,9.2,0,,,,,
Mid-Lake,12,37,9.1,1.001234568,,,,,
Mid-Lake,12,38,9.1,0,,,,,
Mid-Lake,12,39,9.1,0,,,,,
Mid-Lake,12,40,9,1.001234568,,,,,
Mid-Lake,12,41,9,0,,,,,
Mid-Lake,12,42,8.9,0.832098765,,,,,
Mid-Lake,12,43,8.9,0,,,,,
Mid-Lake,12,44,8.9,0,,,,,
Mid-Lake,12,45,8.9,0,,,,,
Mid-Lake,12,46,8.9,0,,,,,
Mid-Lake,12,47,8.8,0.832098765,,,,,
Mid-Lake,12,48,8.8,0,,,,,
Mid-Lake,12,49,8.8,0,,,,,
Mid-Lake,12,50,8.8,0,,,,,
Mid-Lake,12,51,8.7,0.832098765,,,,,
Mid-Lake,12,52,8.6,0.832098765,,,,,
Mid-Lake,12,53,8.6,0,,,,,
Mid-Lake,12,54,8.6,0,,,,,
